cislo_licence,druh,technologie,mw
311330979,tepelný,teplovodní,1.12
311330979,tepelný,výkon kvet,1.12
311331004,elektrický,celkový,1.2
311331004,tepelný,celkový,1.22
311331004,tepelný,teplovodní,1.22
311331004,tepelný,výkon kvet,1.22
311331078,elektrický,celkový,0.365
311331078,tepelný,celkový,0.4
311331078,tepelný,teplovodní,0.4
311331078,tepelný,výkon kvet,0.4
311331278,elektrický,celkový,7.49
311331278,tepelný,celkový,40.0
311331278,tepelný,parní,40.0
311331278,tepelný,výkon kvet,20.0
311331322,elektrický,celkový,0.55
311331322,tepelný,celkový,0.605
311331322,tepelný,teplovodní,0.605
311331322,tepelný,výkon kvet,0.605
311331395,elektrický,celkový,4.9
311331395,tepelný,celkový,17.2
311331395,tepelný,parní,17.2
311331395,tepelný,výkon kvet,8.0
311331397,elektrický,celkový,0.55
311331397,tepelný,celkový,0.63
311331397,tepelný,teplovodní,0.63
311331397,tepelný,výkon kvet,0.63
311331425,elektrický,celkový,3.975
311331425,tepelný,celkový,4.001
311331425,tepelný,teplovodní,4.001
311331425,tepelný,výkon kvet,4.001
311331666,elektrický,celkový,0.15
311331666,tepelný,celkový,1.16
311331666,tepelný,teplovodní,1.16
311331666,tepelný,výkon kvet,1.16
311331701,elektrický,celkový,0.549
311331701,tepelný,celkový,0.542
311331701,tepelný,teplovodní,0.542
311331701,tepelný,výkon kvet,0.542
311331942,elektrický,celkový,0.63
311331942,tepelný,celkový,0.993
311331942,tepelný,teplovodní,0.993
311331942,tepelný,výkon kvet,0.993
311331953,elektrický,celkový,1.189
311331953,tepelný,celkový,1.177
311331953,tepelný,teplovodní,1.177
311331953,tepelný,výkon kvet,1.177
311332074,elektrický,celkový,0.5
311332074,tepelný,celkový,0.464
311332074,tepelný,teplovodní,0.464
311332074,tepelný,výkon kvet,0.464
311332279,elektrický,celkový,0.75
311332279,tepelný,celkový,0.696
311332279,tepelný,teplovodní,0.696
311332279,tepelný,výkon kvet,0.696
311332404,elektrický,celkový,0.173
311332404,tepelný,celkový,0.221
311332404,tepelný,teplovodní,0.221
311332404,tepelný,výkon kvet,0.221
311332434,elektrický,celkový,1.589
311332434,tepelný,celkový,1.62
311332434,tepelný,teplovodní,1.62
311332434,tepelný,výkon kvet,1.62
311332438,tepelný,celkový,0.35
311332438,tepelný,teplovodní,0.35
311332477,tepelný,celkový,0.58
311332477,tepelný,teplovodní,0.58
311332485,tepelný,celkový,11.0
311332485,tepelný,teplovodní,11.0
311332491,tepelný,celkový,199.268
311332491,tepelný,parní,199.268
311332492,elektrický,celkový,1.0
311332492,tepelný,celkový,1.057
311332492,tepelný,teplovodní,1.057
311332492,tepelný,výkon kvet,1.057
311332507,tepelný,celkový,4.734
311332507,tepelný,teplovodní,4.734
311332536,elektrický,celkový,1.71
311332536,tepelný,celkový,6.4
311332536,tepelný,parní,6.4
311332536,tepelný,výkon kvet,6.4
311332539,elektrický,celkový,0.132
311332539,tepelný,celkový,15.431
311332539,tepelný,parní,15.431
311332539,tepelný,výkon kvet,15.431
311432566,elektrický,celkový,0.55
311432566,tepelný,celkový,0.58
311432566,tepelný,teplovodní,0.58
311432566,tepelný,výkon kvet,0.58
311432575,elektrický,celkový,1.189
311432575,tepelný,celkový,1.177
311432575,tepelný,teplovodní,1.177
311432575,tepelný,výkon kvet,1.177
311432580,elektrický,celkový,1.063
311432580,tepelný,celkový,1.081
311432580,tepelný,teplovodní,1.081
311432580,tepelný,výkon kvet,1.081
311432603,tepelný,celkový,2.0
311432603,tepelný,teplovodní,2.0
311432636,elektrický,celkový,0.55
311432636,tepelný,celkový,0.637
311432636,tepelný,teplovodní,0.637
311432636,tepelný,výkon kvet,0.637
311432664,elektrický,celkový,0.55
311432664,tepelný,celkový,0.58
311432664,tepelný,teplovodní,0.58
311432664,tepelný,výkon kvet,0.58
311432729,elektrický,celkový,0.55
311432729,tepelný,celkový,0.637
311432729,tepelný,teplovodní,0.637
311432729,tepelný,výkon kvet,0.637
311432732,elektrický,celkový,1.2
311432732,tepelný,celkový,1.237
311432732,tepelný,teplovodní,1.237
311432732,tepelný,výkon kvet,1.0
311432780,elektrický,celkový,0.55
311432780,tepelný,celkový,0.58
311432780,tepelný,teplovodní,0.58
311432780,tepelný,výkon kvet,0.58
311432796,elektrický,celkový,0.5
311432796,tepelný,celkový,0.464
311432796,tepelný,teplovodní,0.464
311432826,elektrický,celkový,0.52
311432826,tepelný,celkový,1.915
311432826,tepelný,teplovodní,1.915
311432826,tepelný,výkon kvet,0.635
311432839,elektrický,celkový,0.25
311432839,tepelný,celkový,0.275
311432839,tepelný,teplovodní,0.275
311432839,tepelný,výkon kvet,0.275
311432872,elektrický,celkový,0.75
311432872,tepelný,celkový,0.827
311432872,tepelný,teplovodní,0.827
311432872,tepelný,výkon kvet,0.827
311432923,elektrický,celkový,0.5
311432923,tepelný,celkový,0.464
311432923,tepelný,teplovodní,0.464
311432923,tepelný,výkon kvet,0.464
311432941,elektrický,celkový,0.999
311432941,tepelný,celkový,1.057
311432941,tepelný,teplovodní,1.057
311432941,tepelný,výkon kvet,1.057
311432944,elektrický,celkový,1.16
311432944,tepelný,celkový,0.594
311432944,tepelný,teplovodní,0.594
311432944,tepelný,výkon kvet,0.594
311432945,elektrický,celkový,0.549
311432945,tepelný,celkový,0.327
311432945,tepelný,teplovodní,0.327
311432945,tepelný,výkon kvet,0.327
311432979,elektrický,celkový,0.526
311432979,tepelný,celkový,0.538
311432979,tepelný,teplovodní,0.538
311432979,tepelný,výkon kvet,0.538
311432989,tepelný,celkový,56.2
311432989,tepelný,parní,56.2
311432994,elektrický,celkový,0.999
311432994,tepelný,celkový,1.029
311432994,tepelný,teplovodní,1.029
311432994,tepelný,výkon kvet,1.029
311432999,elektrický,celkový,1.0
311432999,tepelný,celkový,0.928
311432999,tepelný,teplovodní,0.928
311432999,tepelný,výkon kvet,0.928
311433004,elektrický,celkový,0.549
311433004,tepelný,celkový,0.327
311433004,tepelný,teplovodní,0.327
311433004,tepelný,výkon kvet,0.327
311433013,elektrický,celkový,0.2
311433013,tepelný,celkový,0.255
311433013,tepelný,teplovodní,0.255
311433013,tepelný,výkon kvet,0.255
311433021,elektrický,celkový,1.897
311433021,tepelný,celkový,2.012
311433021,tepelný,teplovodní,2.012
311433021,tepelný,výkon kvet,2.012
311433031,tepelný,celkový,7.75
311433031,tepelný,parní,7.75
311433047,elektrický,celkový,0.5
311433047,tepelný,celkový,0.464
311433047,tepelný,teplovodní,0.464
311433047,tepelný,výkon kvet,0.464
311433050,tepelný,celkový,2.95
311433050,tepelný,teplovodní,2.95
311433061,elektrický,celkový,0.55
311433061,tepelný,celkový,0.604
311433061,tepelný,teplovodní,0.604
311433061,tepelný,výkon kvet,0.604
311433067,elektrický,celkový,0.549
311433067,tepelný,celkový,0.61
311433067,tepelný,teplovodní,0.61
311433067,tepelný,výkon kvet,0.61
311433126,elektrický,celkový,0.5
311433126,tepelný,celkový,0.62
311433126,tepelný,teplovodní,0.62
311433126,tepelný,výkon kvet,0.62
311433130,tepelný,celkový,3.3
311433130,tepelný,teplovodní,3.3
311433159,elektrický,celkový,0.75
311433159,tepelný,celkový,0.696
311433159,tepelný,teplovodní,0.696
311433159,tepelný,výkon kvet,0.696
311433172,tepelný,celkový,3.598
311433172,tepelný,teplovodní,3.598
311533193,elektrický,celkový,1.957
311533193,tepelný,celkový,2.081
311533193,tepelný,teplovodní,2.081
311533193,tepelný,výkon kvet,2.081
311533214,elektrický,celkový,0.25
311533214,tepelný,celkový,0.275
311533214,tepelný,teplovodní,0.275
311533214,tepelný,výkon kvet,0.275
311533228,elektrický,celkový,1.189
311533228,tepelný,celkový,1.177
311533228,tepelný,teplovodní,1.177
311533228,tepelný,výkon kvet,1.177
311533231,elektrický,celkový,0.5
311533231,tepelný,celkový,0.464
311533231,tepelný,teplovodní,0.464
311533231,tepelný,výkon kvet,0.464
311533236,elektrický,celkový,0.55
311533236,tepelný,celkový,0.61
311533236,tepelný,teplovodní,0.61
311533236,tepelný,výkon kvet,0.61
311533242,elektrický,celkový,0.75
311533242,tepelný,celkový,0.768
311533242,tepelný,teplovodní,0.768
311533242,tepelný,výkon kvet,0.768
311533265,elektrický,celkový,0.5
311533265,tepelný,celkový,0.464
311533265,tepelný,teplovodní,0.464
311533274,elektrický,celkový,5.219
311533274,tepelný,celkový,501.726
311533274,tepelný,parní,66.8
311533274,tepelný,horkovodní,132.87
311533274,tepelný,teplovodní,302.056
311533274,tepelný,výkon kvet,6.196
311533311,elektrický,celkový,0.164
311533311,tepelný,celkový,0.221
311533311,tepelný,teplovodní,0.221
311533311,tepelný,výkon kvet,0.221
311533362,elektrický,celkový,0.526
311533362,tepelný,celkový,0.529
311533362,tepelný,teplovodní,0.529
311533362,tepelný,výkon kvet,0.529
311533382,elektrický,celkový,1.2
311533382,tepelný,celkový,1.251
311533382,tepelný,teplovodní,1.251
311533382,tepelný,výkon kvet,1.251
311533387,tepelný,celkový,12.0
311533387,tepelný,teplovodní,12.0
311533391,tepelný,celkový,6.1
311533391,tepelný,teplovodní,6.1
311533402,elektrický,celkový,0.888
311533402,tepelný,celkový,0.52
311533402,tepelný,teplovodní,0.52
311533412,tepelný,celkový,8.7
311533412,tepelný,teplovodní,8.7
311533420,elektrický,celkový,0.095
311533420,tepelný,celkový,0.171
311533420,tepelný,teplovodní,0.171
311533420,tepelný,výkon kvet,0.171
311533457,elektrický,celkový,0.9
311533457,tepelný,celkový,0.914
311533457,tepelný,horkovodní,0.914
311533457,tepelný,výkon kvet,0.914
311533490,tepelný,celkový,26.184
311533490,tepelný,parní,26.184
311533505,tepelný,celkový,0.054
311533505,tepelný,teplovodní,0.054
311533505,tepelný,výkon kvet,0.054
311533521,elektrický,celkový,26.791
311533521,tepelný,celkový,44.544
311533521,tepelný,parní,9.07
311533521,tepelný,teplovodní,35.474
311533521,tepelný,výkon kvet,33.857
311533549,tepelný,celkový,1.615
311533549,tepelný,teplovodní,1.615
311533554,tepelný,celkový,1.8
311533554,tepelný,teplovodní,1.8
311533576,elektrický,celkový,288.8
311533576,tepelný,celkový,520.0
311533576,tepelný,parní,520.0
311533576,tepelný,výkon kvet,520.0
311533618,elektrický,celkový,3.466
311533618,tepelný,celkový,35.69
311533618,tepelný,parní,17.251
311533618,tepelný,teplovodní,18.439
311533618,tepelný,výkon kvet,4.619
311533621,elektrický,celkový,23.5
311533621,tepelný,celkový,49.895
311533621,tepelný,parní,23.9
311533621,tepelný,teplovodní,25.995
311533621,tepelný,výkon kvet,23.9
311533624,tepelný,celkový,16.85
311533624,tepelný,parní,8.45
311533624,tepelný,teplovodní,8.4
311533653,tepelný,celkový,0.3
311533653,tepelný,teplovodní,0.3
311533671,elektrický,celkový,1.2
311533671,tepelný,celkový,1.335
311533671,tepelný,teplovodní,1.335
311533671,tepelný,výkon kvet,1.335
311533677,tepelný,celkový,2.74
311533677,tepelný,teplovodní,2.74
311533699,tepelný,celkový,4.95
311533699,tepelný,teplovodní,4.95
311533702,elektrický,celkový,3.73
311533702,tepelný,celkový,30.646
311533702,tepelný,parní,30.646
311533702,tepelný,výkon kvet,30.646
311533716,tepelný,celkový,1.243
311533716,tepelný,teplovodní,1.243
311533722,elektrický,celkový,0.7
311533722,tepelný,celkový,0.631
311533722,tepelný,teplovodní,0.631
311533722,tepelný,výkon kvet,0.631
311533731,elektrický,celkový,0.998
311533731,tepelný,celkový,0.9
311533731,tepelný,teplovodní,0.9
311533731,tepelný,výkon kvet,0.9
311533765,elektrický,celkový,79.0
311533765,tepelný,celkový,274.0
311533765,tepelný,parní,202.0
311533765,tepelný,horkovodní,72.0
311533765,tepelný,výkon kvet,182.0
311533777,tepelný,celkový,2.996
311533777,tepelný,teplovodní,2.996
311633793,tepelný,celkový,3.1
311633793,tepelný,teplovodní,3.1
311633879,elektrický,celkový,0.12
311633879,tepelný,celkový,0.168
311633879,tepelný,teplovodní,0.168
311633879,tepelný,výkon kvet,0.168
311633895,elektrický,celkový,0.998
311633895,tepelný,celkový,1.033
311633895,tepelný,teplovodní,1.033
311633895,tepelný,výkon kvet,1.033
311633927,elektrický,celkový,0.2
311633927,tepelný,celkový,0.28
311633927,tepelný,horkovodní,0.162
311633927,tepelný,teplovodní,0.118
311633927,tepelný,výkon kvet,0.28
311633946,elektrický,celkový,1.02
311633946,tepelný,celkový,0.951
311633946,tepelný,teplovodní,0.951
311633946,tepelný,výkon kvet,0.951
311633957,tepelný,celkový,0.086
311633957,tepelný,teplovodní,0.086
311633959,elektrický,celkový,0.835
311633959,tepelný,celkový,0.906
311633959,tepelný,teplovodní,0.906
311633959,tepelný,výkon kvet,0.906
311633994,tepelný,celkový,0.558
311633994,tepelný,teplovodní,0.558
311634026,elektrický,celkový,1.2
311634026,tepelný,celkový,11.26
311634026,tepelný,teplovodní,11.26
311634026,tepelný,výkon kvet,1.26
311634035,elektrický,celkový,0.605
311634035,tepelný,celkový,0.837
311634035,tepelný,teplovodní,0.837
311634035,tepelný,výkon kvet,0.837
311634044,tepelný,celkový,7.0
311634044,tepelný,teplovodní,7.0
311634098,elektrický,celkový,0.77
311634098,tepelný,celkový,18.417
311634098,tepelný,parní,5.425
311634098,tepelný,horkovodní,11.532
311634098,tepelný,teplovodní,1.46
311634098,tepelný,výkon kvet,1.032
311634116,tepelný,celkový,4.99
311634116,tepelný,teplovodní,4.99
311634149,elektrický,celkový,0.787
311634149,tepelný,celkový,0.901
311634149,tepelný,teplovodní,0.901
311634149,tepelný,výkon kvet,0.901
311634166,tepelný,celkový,0.25
311634166,tepelný,teplovodní,0.25
311634211,elektrický,celkový,4.798
311634211,tepelný,celkový,34.159
311634211,tepelný,teplovodní,34.159
311634211,tepelný,výkon kvet,5.421
311634220,tepelný,celkový,0.75
311634220,tepelný,teplovodní,0.75
311634233,elektrický,celkový,0.5
311634233,tepelný,celkový,0.571
311634233,tepelný,teplovodní,0.571
311634233,tepelný,výkon kvet,0.571
311634235,tepelný,celkový,2.4
311634235,tepelný,teplovodní,2.4
311634244,elektrický,celkový,0.999
311634244,tepelný,celkový,1.057
311634244,tepelný,teplovodní,1.057
311634244,tepelný,výkon kvet,1.057
311634251,tepelný,celkový,0.33
311634251,tepelný,teplovodní,0.33
311634263,tepelný,celkový,17.94
311634263,tepelný,horkovodní,16.92
311634263,tepelný,teplovodní,1.02
311634275,elektrický,celkový,0.175
311634275,tepelný,celkový,0.65
311634275,tepelný,teplovodní,0.65
311634275,tepelný,výkon kvet,0.65
311634292,tepelný,celkový,2.7
311634292,tepelný,teplovodní,2.7
311634306,tepelný,celkový,0.299
311634306,tepelný,teplovodní,0.299
311734322,tepelný,celkový,1.067
311734322,tepelný,teplovodní,1.067
311734331,tepelný,celkový,0.175
311734331,tepelný,teplovodní,0.175
311734342,elektrický,celkový,0.703
311734342,tepelný,celkový,0.703
311734342,tepelný,teplovodní,0.703
311734342,tepelný,výkon kvet,0.703
311734393,tepelný,celkový,19.26
311734393,tepelný,parní,19.26
311734416,elektrický,celkový,0.03
311734416,tepelný,celkový,0.062
311734416,tepelný,teplovodní,0.062
311734416,tepelný,výkon kvet,0.062
311734514,tepelný,celkový,1.288
311734514,tepelný,teplovodní,1.288
311734527,tepelný,celkový,0.139
311734527,tepelný,teplovodní,0.139
311734542,tepelný,celkový,0.18
311734542,tepelný,teplovodní,0.18
311734642,tepelný,celkový,12.384
311734642,tepelný,parní,12.384
311734703,tepelný,celkový,0.014
311734703,tepelný,teplovodní,0.014
311734711,tepelný,celkový,24.95
311734711,tepelný,teplovodní,24.95
311734741,tepelný,celkový,0.948
311734741,tepelný,teplovodní,0.948
311734744,elektrický,celkový,0.164
311734744,tepelný,celkový,0.221
311734744,tepelný,teplovodní,0.221
311734744,tepelný,výkon kvet,0.221
311734750,tepelný,celkový,1.185
311734750,tepelný,teplovodní,1.185
311734778,elektrický,celkový,0.099
311734778,tepelný,celkový,0.16
311734778,tepelný,teplovodní,0.16
311734778,tepelný,výkon kvet,0.16
311734781,tepelný,celkový,8.969
311734781,tepelný,teplovodní,8.969
311734789,elektrický,celkový,0.249
311734789,tepelný,celkový,0.232
311734789,tepelný,teplovodní,0.232
311734789,tepelný,výkon kvet,0.232
311734808,tepelný,celkový,8.14
311734808,tepelný,parní,8.14
311734813,tepelný,celkový,3.35
311734813,tepelný,teplovodní,3.35
311734820,elektrický,celkový,1.189
311734820,tepelný,celkový,1.177
311734820,tepelný,teplovodní,1.177
311734820,tepelný,výkon kvet,1.177
311734823,tepelný,celkový,18.5
311734823,tepelný,horkovodní,18.5
311834840,tepelný,celkový,6.75
311834840,tepelný,teplovodní,6.75
311834856,tepelný,celkový,26.3
311834856,tepelný,parní,5.3
311834856,tepelný,teplovodní,21.0
311834922,elektrický,celkový,0.998
311834922,tepelný,celkový,0.9
311834922,tepelný,teplovodní,0.9
311834922,tepelný,výkon kvet,0.9
311834994,tepelný,celkový,0.088
311834994,tepelný,teplovodní,0.088
311835000,elektrický,celkový,0.195
311835000,tepelný,celkový,0.493
311835000,tepelný,teplovodní,0.493
311835000,tepelný,výkon kvet,0.493
311835009,elektrický,celkový,0.99
311835009,tepelný,celkový,1.148
311835009,tepelný,teplovodní,1.148
311835009,tepelný,výkon kvet,1.148
311835023,tepelný,celkový,11.55
311835023,tepelný,parní,11.55
311835085,tepelný,celkový,4.666
311835085,tepelný,parní,3.92
311835085,tepelný,teplovodní,0.746
311835091,tepelný,celkový,8.25
311835091,tepelný,parní,8.25
311835174,elektrický,celkový,0.999
311835174,tepelný,celkový,4.96
311835174,tepelný,teplovodní,4.96
311835174,tepelný,výkon kvet,4.96
311835185,tepelný,celkový,3.51
311835185,tepelný,teplovodní,3.51
311835192,tepelný,celkový,3.166
311835192,tepelný,teplovodní,3.166
311835209,tepelný,celkový,1.64
311835209,tepelný,teplovodní,1.64
311835221,elektrický,celkový,2.188
311835221,tepelný,celkový,2.174
311835221,tepelný,teplovodní,2.174
311835221,tepelný,výkon kvet,2.174
311835279,tepelný,celkový,21.775
311835279,tepelný,teplovodní,21.775
311835284,elektrický,celkový,0.999
311835284,tepelný,celkový,1.21
311835284,tepelný,teplovodní,1.21
311835284,tepelný,výkon kvet,1.21
311835304,elektrický,celkový,0.549
311835304,tepelný,celkový,0.695
311835304,tepelný,teplovodní,0.695
311835304,tepelný,výkon kvet,0.695
311835332,tepelný,celkový,18.2
311835332,tepelný,horkovodní,18.2
311835345,tepelný,celkový,4.0
311835345,tepelný,teplovodní,4.0
311935370,tepelný,celkový,3.51
311935370,tepelný,teplovodní,3.51
311935476,tepelný,celkový,0.636
311935476,tepelný,parní,0.636
311935503,tepelný,celkový,13.492
311935503,tepelný,teplovodní,13.492
311935643,tepelný,celkový,1.64
311935643,tepelný,teplovodní,1.64
311935652,elektrický,celkový,0.6
311935652,tepelný,celkový,0.608
311935652,tepelný,teplovodní,0.608
311935652,tepelný,výkon kvet,0.608
311935660,elektrický,celkový,0.401
311935660,tepelný,celkový,3.952
311935660,tepelný,teplovodní,3.952
311935660,tepelný,výkon kvet,0.552
311935740,tepelný,celkový,0.199
311935740,tepelný,teplovodní,0.199
311935758,elektrický,celkový,1.398
311935758,tepelný,celkový,13.827
311935758,tepelný,teplovodní,13.827
311935758,tepelný,výkon kvet,1.827
311935782,tepelný,celkový,2.174
311935782,tepelný,parní,1.974
311935782,tepelný,horkovodní,0.2
311935792,elektrický,celkový,3.88
311935792,tepelný,celkový,24.468
311935792,tepelný,horkovodní,20.0
311935792,tepelný,teplovodní,4.468
311935792,tepelný,výkon kvet,4.468
311935797,tepelný,celkový,15.834
311935797,tepelný,teplovodní,15.834
311935848,tepelný,celkový,0.25
311935848,tepelný,teplovodní,0.25
311935868,elektrický,celkový,7.027
311935868,tepelný,celkový,105.904
311935868,tepelný,parní,94.088
311935868,tepelný,teplovodní,11.816
311935868,tepelný,výkon kvet,97.624
311935876,tepelný,celkový,5.0
311935876,tepelný,teplovodní,5.0
311935886,elektrický,celkový,1.998
311935886,tepelný,celkový,12.959
311935886,tepelný,parní,10.809
311935886,tepelný,teplovodní,2.15
311935886,tepelný,výkon kvet,2.147
312035946,elektrický,celkový,4.2
312035946,tepelný,celkový,6.081
312035946,tepelný,teplovodní,6.081
312035946,tepelný,výkon kvet,4.656
312036059,tepelný,celkový,0.163
312036059,tepelný,teplovodní,0.163
312036068,elektrický,celkový,64.0
312036068,tepelný,celkový,373.03
312036068,tepelný,parní,361.5
312036068,tepelný,teplovodní,11.53
312036068,tepelný,výkon kvet,220.0
312036139,elektrický,celkový,44.243
312036139,tepelný,celkový,138.48
312036139,tepelný,parní,138.48
312036139,tepelný,výkon kvet,138.48
312036152,elektrický,celkový,0.999
312036152,tepelný,celkový,1.268
312036152,tepelný,teplovodní,1.268
312036152,tepelný,výkon kvet,1.268
312036174,tepelný,celkový,16.01
312036174,tepelný,parní,0.51
312036174,tepelný,horkovodní,13.0
312036174,tepelný,teplovodní,2.5
312036210,elektrický,celkový,1.0
312036210,tepelný,celkový,0.928
312036210,tepelný,teplovodní,0.928
312036210,tepelný,výkon kvet,0.928
312036347,elektrický,celkový,0.175
312036347,tepelný,celkový,1.5
312036347,tepelný,teplovodní,1.5
312036347,tepelný,výkon kvet,1.5
312036453,tepelný,celkový,0.128
312036453,tepelný,teplovodní,0.128
312036476,tepelný,celkový,0.07
312036476,tepelný,teplovodní,0.07
312036478,elektrický,celkový,0.6
312036478,tepelný,celkový,0.621
312036478,tepelný,teplovodní,0.621
312036478,tepelný,výkon kvet,0.621
312036496,elektrický,celkový,0.72
312036496,tepelný,celkový,11.27
312036496,tepelný,teplovodní,11.27
312036496,tepelný,výkon kvet,0.952
312036501,elektrický,celkový,2.749
312036501,tepelný,celkový,3.305
312036501,tepelný,teplovodní,3.305
312036501,tepelný,výkon kvet,3.305
312036539,tepelný,celkový,6.4
312036539,tepelný,teplovodní,6.4
312036550,elektrický,celkový,7.457
312036550,tepelný,celkový,41.498
312036550,tepelný,parní,22.998
312036550,tepelný,horkovodní,18.5
312036550,tepelný,výkon kvet,22.998
312036555,elektrický,celkový,0.405
312036555,tepelný,celkový,0.445
312036555,tepelný,teplovodní,0.445
312036555,tepelný,výkon kvet,0.445
312036571,tepelný,celkový,12.974
312036571,tepelný,parní,12.974
312036593,tepelný,celkový,13.53
312036593,tepelný,parní,13.53
312136627,elektrický,celkový,0.835
312136627,tepelný,celkový,0.921
312136627,tepelný,teplovodní,0.921
312136627,tepelný,výkon kvet,0.921
312136642,elektrický,celkový,0.549
312136642,tepelný,celkový,0.559
312136642,tepelný,teplovodní,0.559
312136642,tepelný,výkon kvet,0.559
312136667,tepelný,celkový,0.096
312136667,tepelný,teplovodní,0.096
312136688,elektrický,celkový,0.2
312136688,tepelný,celkový,0.97
312136688,tepelný,teplovodní,0.97
312136688,tepelný,výkon kvet,0.237
312136750,tepelný,celkový,0.414
312136750,tepelný,teplovodní,0.414
312136758,elektrický,celkový,0.505
312136758,tepelný,celkový,0.954
312136758,tepelný,teplovodní,0.954
312136758,tepelný,výkon kvet,0.954
312136773,tepelný,celkový,0.45
312136773,tepelný,teplovodní,0.45
312136924,elektrický,celkový,1.189
312136924,tepelný,celkový,1.177
312136924,tepelný,teplovodní,1.177
312136924,tepelný,výkon kvet,1.177
312136996,tepelný,celkový,0.288
312136996,tepelný,teplovodní,0.288
312136997,elektrický,celkový,1.957
312136997,tepelný,celkový,2.081
312136997,tepelný,teplovodní,2.081
312136997,tepelný,výkon kvet,2.081
312137020,elektrický,celkový,0.05
312137020,tepelný,celkový,0.181
312137020,tepelný,teplovodní,0.181
312137020,tepelný,výkon kvet,0.083
312137167,tepelný,celkový,19.56
312137167,tepelný,parní,19.56
312137214,elektrický,celkový,0.5
312137214,tepelný,celkový,0.464
312137214,tepelný,teplovodní,0.464
312137214,tepelný,výkon kvet,0.464
312237340,elektrický,celkový,5.552
312237340,tepelný,celkový,7.316
312237340,tepelný,teplovodní,7.316
312237340,tepelný,výkon kvet,7.316
